Scenario,LUCC,Model,Region,Years,Metric,Taxa,Units,Value,Scale,Family,Source,Original_model_metric
SSP5xRCP8.5,LU,cSAR-IIASA,Global,2015-2050,Species richness,Reptiles,%,-2.1,Alpha,Salpha,CSV,SR
Historical,LU,cSAR-IIASA,Global,1900-2015,Species richness (diversity-weighted),All,%,-9.311824067,Alpha,SSalpha,Raster,SR-local
SSP1xRCP2.6,LU,cSAR-IIASA,Global,2015-2050,Species richness (diversity-weighted),All,%,-0.570263424,Alpha,SSalpha,Raster,SR-local
SSP3xRCP6.0,LU,cSAR-IIASA,Global,2015-2050,Species richness (diversity-weighted),All,%,-2.519077211,Alpha,SSalpha,Raster,SR-local
SSP5xRCP8.5,LU,cSAR-IIASA,Global,2015-2050,Species richness (diversity-weighted),All,%,-1.885084439,Alpha,SSalpha,Raster,SR-local
Historical,LU,cSAR-IIASA,Global,1900-2015,Species richness,All,%,-8.111939535,Alpha,Salpha,Raster,SR-local
SSP1xRCP2.6,LU,cSAR-IIASA,Global,2015-2050,Species richness,All,%,-0.376221571,Alpha,Salpha,Raster,SR-local
SSP3xRCP6.0,LU,cSAR-IIASA,Global,2015-2050,Species richness,All,%,-1.760854181,Alpha,Salpha,Raster,SR-local
SSP5xRCP8.5,LU,cSAR-IIASA,Global,2015-2050,Species richness,All,%,-1.170048332,Alpha,Salpha,Raster,SR-local
Historical,LU,GLOBIO,Global,1900,Intactness,All,ABS,0.901071691,Alpha,Ialpha,Raster,MSA
Historical,LU,GLOBIO,Global,2015,Intactness,All,ABS,0.796214637,Alpha,Ialpha,Raster,MSA
SSP1xRCP2.6,LU,GLOBIO,Global,2050,Intactness,All,ABS,0.801000155,Alpha,Ialpha,Raster,MSA
SSP3xRCP6.0,LU,GLOBIO,Global,2050,Intactness,All,ABS,0.772386086,Alpha,Ialpha,Raster,MSA
SSP5xRCP8.5,LU,GLOBIO,Global,2050,Intactness,All,ABS,0.77999681,Alpha,Ialpha,Raster,MSA
SSP1xRCP2.6,LUCC,GLOBIO,Global,2050,Intactness,All,ABS,0.714742934,Alpha,Ialpha,Raster,MSA
SSP3xRCP6.0,LUCC,GLOBIO,Global,2050,Intactness,All,ABS,0.664554494,Alpha,Ialpha,Raster,MSA
SSP5xRCP8.5,LUCC,GLOBIO,Global,2050,Intactness,All,ABS,0.65391635,Alpha,Ialpha,Raster,MSA
Historical,LU,GLOBIO,Global,1900-2015,Intactness,All,%,-12.73294753,Alpha,Ialpha,Raster,MSA
SSP1xRCP2.6,LU,GLOBIO,Global,2015-2050,Intactness,All,%,0.810378238,Alpha,Ialpha,Raster,MSA
SSP3xRCP6.0,LU,GLOBIO,Global,2015-2050,Intactness,All,%,-3.433913758,Alpha,Ialpha,Raster,MSA
SSP5xRCP8.5,LU,GLOBIO,Global,2015-2050,Intactness,All,%,-2.289897849,Alpha,Ialpha,Raster,MSA
SSP1xRCP2.6,LUCC,GLOBIO,Global,2015-2050,Intactness,All,%,-3.197534645,Alpha,Ialpha,Raster,MSA
SSP3xRCP6.0,LUCC,GLOBIO,Global,2015-2050,Intactness,All,%,-10.54494976,Alpha,Ialpha,Raster,MSA
SSP5xRCP8.5,LUCC,GLOBIO,Global,2015-2050,Intactness,All,%,-11.81210749,Alpha,Ialpha,Raster,MSA
Historical,LU,INSIGHTS,Global,1900-2015,Habitat extent,Mammals,%,-5.082600678,GammaGlobal,Hgamma,CSV,p50_ii
SSP1xRCP2.6,LU,INSIGHTS,Global,2015-2050,Habitat extent,Mammals,%,-0.073359643,GammaGlobal,Hgamma,CSV,p50_ii
SSP3xRCP6.0,LU,INSIGHTS,Global,2015-2050,Habitat extent,Mammals,%,-1.127268902,GammaGlobal,Hgamma,CSV,p50_ii
SSP5xRCP8.5,LU,INSIGHTS,Global,2015-2050,Habitat extent,Mammals,%,-0.605122256,GammaGlobal,Hgamma,CSV,p50_ii
SSP1xRCP2.6,LUCC,INSIGHTS,Global,2015-2050,Habitat extent,Mammals,%,-4.902780033,GammaGlobal,Hgamma,CSV,p50_ii
SSP3xRCP6.0,LUCC,INSIGHTS,Global,2015-2050,Habitat extent,Mammals,%,-11.7381595,GammaGlobal,Hgamma,CSV,p50_ii
SSP5xRCP8.5,LUCC,INSIGHTS,Global,2015-2050,Habitat extent,Mammals,%,-16.07757696,GammaGlobal,Hgamma,CSV,p50_ii
Historical,LU,INSIGHTS,Global,1900-2015,Species richness (diversity-weighted),Mammals,%,-0.000999397,Alpha,SSalpha,Raster,pda_local
SSP1xRCP2.6,LU,INSIGHTS,Global,2015-2050,Species richness (diversity-weighted),Mammals,%,0.0270251,Alpha,SSalpha,Raster,pda_local
SSP3xRCP6.0,LU,INSIGHTS,Global,2015-2050,Species richness (diversity-weighted),Mammals,%,0.030073867,Alpha,SSalpha,Raster,pda_local
SSP5xRCP8.5,LU,INSIGHTS,Global,2015-2050,Species richness (diversity-weighted),Mammals,%,0.025206051,Alpha,SSalpha,Raster,pda_local
SSP1xRCP2.6,LUCC,INSIGHTS,Global,2015-2050,Species richness (diversity-weighted),Mammals,%,-7.771936148,Alpha,SSalpha,Raster,pda_local
SSP3xRCP6.0,LUCC,INSIGHTS,Global,2015-2050,Species richness (diversity-weighted),Mammals,%,-10.56332356,Alpha,SSalpha,Raster,pda_local
SSP5xRCP8.5,LUCC,INSIGHTS,Global,2015-2050,Species richness (diversity-weighted),Mammals,%,-14.85181565,Alpha,SSalpha,Raster,pda_local
Historical,LU,INSIGHTS,Global,1900-2015,Species richness,Mammals,%,-0.008028674,Alpha,Salpha,Raster,pda_local
SSP1xRCP2.6,LU,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,0.064702452,Alpha,Salpha,Raster,pda_local
SSP3xRCP6.0,LU,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,0.172459849,Alpha,Salpha,Raster,pda_local
SSP5xRCP8.5,LU,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,0.061503913,Alpha,Salpha,Raster,pda_local
SSP1xRCP2.6,LUCC,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,-8.965989683,Alpha,Salpha,Raster,pda_local
SSP3xRCP6.0,LUCC,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,-10.97684949,Alpha,Salpha,Raster,pda_local
SSP5xRCP8.5,LUCC,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,-14.1301682,Alpha,Salpha,Raster,pda_local
Historical,LU,INSIGHTS,Global,1900-2015,Species richness,Mammals,%,0,GammaGlobal,Sgamma,CSV,pda
SSP1xRCP2.6,LU,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,0,GammaGlobal,Sgamma,CSV,pda
SSP3xRCP6.0,LU,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,0,GammaGlobal,Sgamma,CSV,pda
SSP5xRCP8.5,LU,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,0,GammaGlobal,Sgamma,CSV,pda
SSP1xRCP2.6,LUCC,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,-0.990449239,GammaGlobal,Sgamma,CSV,pda
SSP3xRCP6.0,LUCC,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,-2.652989034,GammaGlobal,Sgamma,CSV,pda
SSP5xRCP8.5,LUCC,INSIGHTS,Global,2015-2050,Species richness,Mammals,%,-3.891050584,GammaGlobal,Sgamma,CSV,pda
SSP1xRCP2.6,LUCC,MOLSDM,Global,2015-2050,Species richness,Amphibians,%,-4.05,GammaGlobal,Sgamma,CSV,extinction NoRegain
SSP3xRCP6.0,LUCC,MOLSDM,Global,2015-2050,Species richness,Amphibians,%,-4.96,GammaGlobal,Sgamma,CSV,extinction NoRegain
SSP5xRCP8.5,LUCC,MOLSDM,Global,2015-2050,Species richness,Amphibians,%,-7.86,GammaGlobal,Sgamma,CSV,extinction NoRegain
SSP1xRCP2.6,LUCC,MOLSDM,Global,2015-2050,Species richness,Birds,%,-1.43,GammaGlobal,Sgamma,CSV,extinction NoRegain
SSP3xRCP6.0,LUCC,MOLSDM,Global,2015-2050,Species richness,Birds,%,-1.72,GammaGlobal,Sgamma,CSV,extinction NoRegain
SSP5xRCP8.5,LUCC,MOLSDM,Global,2015-2050,Species richness,Birds,%,-2.75,GammaGlobal,Sgamma,CSV,extinction NoRegain
SSP1xRCP2.6,LUCC,MOLSDM,Global,2015-2050,Species richness,Mammals,%,-3.04,GammaGlobal,Sgamma,CSV,extinction NoRegain
SSP3xRCP6.0,LUCC,MOLSDM,Global,2015-2050,Species richness,Mammals,%,-3.3,GammaGlobal,Sgamma,CSV,extinction NoRegain
SSP5xRCP8.5,LUCC,MOLSDM,Global,2015-2050,Species richness,Mammals,%,-4.57,GammaGlobal,Sgamma,CSV,extinction NoRegain
Historical,LU,PREDICTS,Global,1900-2015,Species richness (diversity-weighted),Alltaxa,%,-4.77489621,Alpha,SSalpha,Raster,Richness
SSP1xRCP2.6,LU,PREDICTS,Global,2015-2050,Species richness (diversity-weighted),Alltaxa,%,0.049358352,Alpha,SSalpha,Raster,Richness
SSP3xRCP6.0,LU,PREDICTS,Global,2015-2050,Species richness (diversity-weighted),Alltaxa,%,-0.893534066,Alpha,SSalpha,Raster,Richness
SSP5xRCP8.5,LU,PREDICTS,Global,2015-2050,Species richness (diversity-weighted),Alltaxa,%,-1.069668246,Alpha,SSalpha,Raster,Richness
Historical,LU,PREDICTS,Global,1900-2015,Species richness,Alltaxa,%,-4.045712968,Alpha,Salpha,Raster,Richness
SSP1xRCP2.6,LU,PREDICTS,Global,2015-2050,Species richness,Alltaxa,%,0.040026502,Alpha,Salpha,Raster,Richness
SSP3xRCP6.0,LU,PREDICTS,Global,2015-2050,Species richness,Alltaxa,%,-0.732575049,Alpha,Salpha,Raster,Richness
SSP5xRCP8.5,LU,PREDICTS,Global,2015-2050,Species richness,Alltaxa,%,-0.646497564,Alpha,Salpha,Raster,Richness
Historical,LU,PREDICTS,Global,1900,Intactness,Alltaxa,ABS,0.90932651,Alpha,Ialpha,Raster,BIIAb
Historical,LU,PREDICTS,Global,2015,Intactness,Alltaxa,ABS,0.807568092,Alpha,Ialpha,Raster,BIIAb
SSP1xRCP2.6,LU,PREDICTS,Global,2050,Intactness,Alltaxa,ABS,0.818151443,Alpha,Ialpha,Raster,BIIAb
SSP3xRCP6.0,LU,PREDICTS,Global,2050,Intactness,Alltaxa,ABS,0.786358618,Alpha,Ialpha,Raster,BIIAb
SSP5xRCP8.5,LU,PREDICTS,Global,2050,Intactness,Alltaxa,ABS,0.794655997,Alpha,Ialpha,Raster,BIIAb
Historical,LU,PREDICTS,Global,1900-2015,Intactness,Alltaxa,%,-11.84255193,Alpha,Ialpha,Raster,BIIAb
SSP1xRCP2.6,LU,PREDICTS,Global,2015-2050,Intactness,Alltaxa,%,2.180536948,Alpha,Ialpha,Raster,BIIAb
SSP3xRCP6.0,LU,PREDICTS,Global,2015-2050,Intactness,Alltaxa,%,-2.953424715,Alpha,Ialpha,Raster,BIIAb
SSP5xRCP8.5,LU,PREDICTS,Global,2015-2050,Intactness,Alltaxa,%,-2.221009278,Alpha,Ialpha,Raster,BIIAb
